laboratory_test,first_test,second_test,days_missing,hours_studied,first_exam,passed_last_exam
6,0.22,0.3,50,136,3.7,1
6,0.28,0.44,49,179,4.8,0
6,0.27,0.47,28,105,5.1,0
6,0.28,0.25,54,128,4.4,1
6,0.23,0.37,46,153,4.8,1
6,0.33,0.2,49,159,5.3,1
6,0.33,0.2,49,159,5.3,1
6,0.23,0.37,46,153,4.8,1
6,0.47,0.19,24,142,4.5,1
6,0.33,0.2,49,159,5.3,1
6,0.64,0.28,19,78,6.2,1
6,0.64,0.28,19,78,6.2,1
6,0.26,0.27,20,80,3.9,1
6,0.26,0.27,20,80,3.9,1
6,0.18,0.28,32,112,4.5,1
6,0.22,0.22,5,124,3.7,0
6,0.32,0.32,12,76,4.6,1
6,0.19,0.71,21,114,5,1
6,0.19,0.71,21,114,5,1
6,0.19,0.71,21,114,5,1
6,0.19,0.35,37,107,6.8,1
6,0.28,0.36,28,186,4.5,0
6,0.19,0.32,37,107,4.4,1
6,0.17,0.28,55,108,5.2,1
6,0.19,0.28,54,137,3.7,1
6,0.39,0.38,49,226,5.7,1
6,0.12,0.3,32,88,3.5,1
6,0.295,0.24,29,140,6.1,1
6,0.26,0.24,28,137,6,1
6,0.35,0.48,35,167,4.7,0
6,0.38,0.24,41,151,6,0
6,0.14,0.18,30,90,5.4,1
6,0.35,0.48,35,167,4.7,0
6,0.14,0.18,30,90,5.4,1
6,0.16,0.18,31,114,5.5,1
6,0.38,0.24,41,151,6,0
6,0.45,0.28,27,122,4.2,1
6,0.2,0.26,108,168,7.5,1
6,0.45,0.28,27,122,4.2,1
6,0.36,0.28,12,93,2.7,1
6,0.37,0.2,61,183,4.3,0
6,0.38,0.2,57,181,4.3,1
6,0.36,0.2,61,172,4.3,1
6,0.3,0.25,21,124,3.8,1
6,0.3,0.25,21,124,3.8,1
6,0.21,0.51,34,125,4.7,1
6,0.3,0.25,21,124,3.8,1
6,0.26,0.39,12,66,7.5,1
6,0.29,0.32,34,89,6.6,1
6,0.13,0.32,32,99,4.4,1
6,0.19,0.33,42,130,5.6,1
6,0.25,0.4,56,152,8.8,1
6,0.25,0.4,56,152,8.8,1
6,0.19,0.33,42,130,5.6,1
6,0.24,0.23,30,133,5.4,1
6,0.29,0.24,31,95,6.6,1
6,0.19,0.6,6,122,5.9,0
6,0.32,0.17,51,190,4.8,1
6,0.085,0.33,17,109,6.1,1
6,0.32,0.17,51,190,4.8,1
6,0.18,0.32,17,109,4.4,1
6,0.52,0.26,27,130,2.7,1
6,0.22,0.39,26,152,4.7,1
6,0.6,0.12,11,76,4.8,0
6,0.26,0.31,59,145,5.4,1
6,0.21,0.26,61,152,5.6,1
6,0.27,0.26,2,82,3.6,0
6,0.21,0.18,61,155,5.2,1
6,0.3,0.29,29,95,3.2,1
6,0.34,0.2,26,112,5.5,0
6,0.58,0.58,29,169,4.4,1
6,0.15,0.41,79.5,183,7.8,1
6,0.16,0.44,39,122,7.5,1
6,0.15,0.41,79.5,183,7.8,1
6,0.31,0.3,33,122,6.3,1
6,0.15,0.41,79.5,183,7.8,1
6,0.16,0.27,39,98,3.4,0
6,0.31,0.3,33,122,6.3,1
6,0.15,0.4,61,146,6.8,1
6,0.16,0.44,39,122,7.5,1
6,0.15,0.41,79.5,182,7.8,1
6,0.22,0.34,32,96,7.4,1
6,0.26,0.22,23,139,5,0
6,0.15,0.34,45,79,5,1
6,0.34,0.43,29,114,4.4,1
6,0.31,0.09,53,141,4.4,0
6,0.2,0.18,57,159,5.4,0
6,0.28,0.23,45,190,5.1,0
6,0.35,0.38,20,196,4.8,1
6,0.22,0.26,29,182,3.5,0
6,0.18,0.24,20,119,5.2,1
6,0.26,0.22,23,139,5,0
6,0.3,0.45,54,200,4.8,0
6,0.34,0.27,40,152,6,1
6,0.26,0.28,13,121,3.4,1
6,0.2,0.33,21,75,4.1,1
6,0.22,0.2,58,184,5.3,1
6,0.19,0.34,39,116,6.8,1
6,0.21,0.29,28,125,4.5,0
6,0.22,0.46,34,74,3.3,1
6,0.32,0.48,18,88,7.9,0
6,0.22,0.3,67,194,4.2,1
6,0.24,0.25,47,134,5.1,0
6,0.28,0.29,40,143,5.9,1
6,0.26,0.34,25,184,4.6,0
6,0.27,0.33,24,183,4.6,0
6,0.26,0.34,25,184,4.6,0
6,0.27,0.33,24,183,4.6,0
6,0.17,0.28,22,98,3.7,1
6,0.39,0.24,22,80,3.7,0
6,0.4,0.17,59,186,4.9,0
6,0.4,0.17,59,186,4.9,0
6,0.4,0.17,59,186,4.9,0
6,0.24,0.29,53,134,3.8,1
6,0.4,0.17,59,186,4.9,0
6,0.27,0.28,61,125,4.2,1
6,0.24,0.29,53,134,3.8,1
6,0.42,0.39,61,248,5.8,0
6,0.33,0.28,41,103,3.2,1
6,0.33,0.31,29,135,5.7,0
6,0.33,0.28,41,103,3.2,1
6,0.15,0.3,38,100,5.7,1
6,0.32,0.45,31,97,7,1
6,0.42,0.39,61,248,5.8,0
6,0.27,0.45,52,196,4.8,0
6,0.25,0.27,29,140,4.9,1
6,0.34,0.44,54,201,4.8,0
6,0.27,0.52,53,202,4.8,0
6,0.26,0.52,52,191,4.7,1
6,0.27,0.45,52,196,4.8,0
6,0.26,0.5,46,197,4.7,0
6,0.25,0.3,53,133,5.8,1
6,0.32,0.26,63,170,5.5,1
6,0.25,0.27,29,140,4.9,1
6,0.13,0.29,33,95,3.9,1
6,0.21,0.62,7,113,5.9,0
6,0.21,0.62,7,109,5.9,1
6,0.26,0.34,42,162,5.2,0
6,0.43,0.32,18,106,3.3,1
6,0.41,0.3,28,131,5.9,0
6,0.4,0.24,43,131,4.4,1
6,0.3,0.2,34,132,3.8,0
6,0.28,0.28,52,139,5.6,1
6,0.26,0.49,48,197,4.8,0
6,0.46,0.21,12,88,5.4,1
6,0.4,0.24,43,131,4.4,1
6,0.31,0.19,30,130,4.4,0
6,0.31,0.19,30,130,4.4,0
6,0.41,0.22,49,142,6.2,0
6,0.31,0.23,34,113,4.8,0
6,0.41,0.22,49,142,6.2,0
6,0.31,0.23,34,113,4.8,0
6,0.37,0.25,24,84,3.6,1
6,0.21,0.5,41,191,5.6,1
6,0.37,0.25,24,84,3.6,1
6,0.32,0.23,36,176,5.4,0
6,0.24,0.32,20,109,3.5,1
6,0.32,0.23,36,176,5.4,0
6,0.24,0.32,20,109,3.5,1
6,0.32,0.26,26,120,7.3,1
6,0.21,0.3,47,136,3.1,1
6,0.22,0.3,108,152,4.7,1
6,0.27,0.19,98,175,3.4,1
6,0.27,0.19,98,175,3.4,1
6,0.39,0.22,17,98,5.3,1
6,0.31,0.38,41,101,5.6,1
6,0.22,0.25,112,177,3.6,1
6,0.22,0.3,108,152,4.7,1
6,0.23,0.27,74,134,4,1
6,0.27,0.19,98,175,3.4,1
6,0.26,0.51,50,194,5,0
6,0.22,0.28,54,135,3.8,0
6,0.35,0.31,58,170,4.9,0
6,0.73,0.2,25,65,2.8,0
6,0.28,0.24,42,111,4.5,1
6,0.28,0.24,42,111,4.5,1
6,0.33,0.31,34,143,5.5,1
6,0.28,0.24,42,111,4.5,1
6,0.33,0.31,34,143,5.5,1
6,0.28,0.24,42,111,4.5,1
6,0.27,0.26,43,127,3.7,1
6,0.38,0.26,28,98,3.1,1
6,0.21,0.3,47,127,3.9,0
6,0.26,0.29,40,179,5.6,1
6,0.21,0.3,47,127,3.9,0
6,0.22,0.38,12,65,6.4,1
6,0.33,0.3,34,88,6.3,1
6,0.33,0.3,34,88,6.3,1
6,0.31,0.3,30,83,3.6,1
6,0.39,0.24,45,138,4.3,1
6,0.39,0.24,45,138,4.3,1
6,0.33,0.3,34,88,6.3,1
6,0.39,0.24,45,138,4.3,1
6,0.28,0.51,49,206,5.2,0
6,0.35,0.28,31,113,4,1
6,0.31,0.28,28,107,4,1
6,0.31,0.3,30,83,3.6,1
6,0.14,0.29,30,91,3.3,1
6,0.22,0.31,17,106,3.1,0
6,0.32,0.47,27,173,5.6,0
6,0.32,0.47,27,173,5.6,0
6,0.28,0.26,25,101,4.1,1
6,0.3,0.28,28,106,4.1,1
6,0.22,0.28,43,116,6,1
6,0.36,0.36,51.5,151,4.2,0
6,0.27,0.32,47,159,6,1
6,0.4,0.37,36,148,5,0
6,0.2,0.15,26,113,5.8,1
6,0.27,0.32,47,161,6,1
6,0.27,0.32,47,159,6,1
6,0.3,0.33,31,127,4.2,1
6,0.3,0.32,41,142,4.4,1
6,0.4,0.37,36,148,5,0
6,0.33,0.2,36,161,5.1,0
6,0.33,0.2,36,161,5.1,0
6,0.43,0.24,54,159,5.4,1
6,0.34,0.32,13,116,4.4,1
6,0.27,0.51,35,200,5.4,0
6,0.29,0.52,35,192,5.1,1
6,0.17,0.3,33,125,4.9,1
6,0.18,0.31,42,143,4.9,1
6,0.17,0.3,33,125,4.9,1
6,0.37,0.67,16,98,5.6,1
6,0.27,0.51,35,200,5.4,0
6,0.29,0.52,35,192,5.1,1
6,0.24,0.26,61,134,8.1,1
6,0.27,0.25,18,117,3.8,1
6,0.29,0.53,41,192,5.9,1
6,0.29,0.52,41,193,5.9,1
6,0.22,0.25,54,135,4,0
6,0.22,0.27,81,157,7.6,1
6,0.24,0.26,61,134,8.1,1
6,0.11,0.27,45,104,3.7,1
6,0.11,0.27,45,104,3.7,1
6,0.2,0.17,46,129,4.3,1
6,0.11,0.27,45,104,3.7,1
6,0.2,0.41,36,104,3.9,0
6,0.19,0.32,26,76,5.7,1
6,0.28,0.34,32,111,5.4,1
6,0.28,0.34,32,111,5.4,1
6,0.28,0.34,32,111,5.4,1
6,0.26,0.29,37,144,3.9,1
6,0.24,0.49,25,120,9.8,1
6,0.24,0.49,25,120,9.8,1
6,0.24,0.49,25,120,9.8,1
6,0.25,0.57,21,122,4,0
6,0.25,0.48,25,94,4.5,1
6,0.14,0.35,40,117,7.2,1
6,0.38,0.26,33,112,5,1
6,0.14,0.35,40,117,7.2,1
6,0.25,0.57,21,122,4,0
6,0.25,0.48,25,94,4.5,1
6,0.22,0.32,40,152,5.7,1
6,0.26,0.29,37,144,3.9,1
6,0.24,0.49,25,120,9.8,1
6,0.46,0.24,56,171,5.6,1
6,0.18,0.48,56,183,6.1,1
6,0.32,0.12,6,97,5,0
6,0.18,0.48,56,183,6.1,1
6,0.32,0.12,6,97,5,0
6,0.37,0.12,6,91,4.6,0
6,0.28,0.27,50,147,5.6,1
6,0.32,0.45,37,94,6,1
6,0.26,0.26,22,176,5.4,0
6,0.28,0.3,33,139,4.6,1
6,0.19,0.38,30,105,3.8,0
6,0.29,0.57,15,120,4.1,0
6,0.27,0.22,16,116,5.3,0
6,0.27,0.22,16,116,5.3,0
6,0.2,0.22,53,172,5.8,1
6,0.29,0.57,15,120,4.1,0
6,1.1,0.16,8,109,4.7,0
6,0.24,0.29,48,185,5,0
6,0.24,0.22,45,149,5.2,0
6,0.19,0.35,49,118,6.3,1
6,0.19,0.35,49,118,6.3,1
6,0.16,0.36,32,98,5.8,1
6,0.3,0.27,22,97,3.8,1
6,0.24,0.22,45,149,5.2,0
6,0.3,0.27,22,97,3.8,1
6,0.43,0.18,25,131,5.1,0
6,0.17,0.36,38,110,5.4,1
6,0.19,0.35,49,118,6.3,1
6,0.16,0.36,32,98,5.8,1
6,0.41,0.01,20,70,4.2,0
6,0.41,0.01,20,70,4.2,0
6,0.17,0.21,44,130,4.1,0
6,0.5,0.26,32,110,7.8,1
6,0.38,0.28,22,166,7.2,0
6,0.24,0.28,54,133,3.7,1
6,0.28,0.27,41,162,5.1,0
6,0.36,0.16,11,107,3.9,0
6,0.35,0.19,15,82,3.8,0
6,0.3,0.32,32,185,4.4,0
6,0.33,0.24,20,96,3,1
6,0.21,0.42,33,101,3.8,1
6,0.27,0.24,36,127,4.9,1
6,0.24,0.3,44,179,4.6,1
6,0.14,0.28,21,82,3.6,1
6,0.5,0.2,19,112,4,1
6,0.41,0.27,20,103,4.1,1
6,0.25,0.28,29,98,5.8,1
6,0.41,0.27,20,103,4.1,1
6,0.14,0.28,21,82,3.6,1
6,0.21,0.34,30,140,3.8,0
6,0.5,0.2,19,112,4,1
6,0.29,0.23,24,99,3.8,1
6,0.37,0.23,54,166,4.2,0
6,0.37,0.23,54,166,4.2,0
6,0.45,0.27,17,80,3.6,1
6,0.3,0.45,36,122,4.7,1
6,0.3,0.26,45,150,3.8,1
6,0.28,0.42,43,105,3.8,1
6,0.2,0.25,30,95,5.6,1
6,0.17,0.29,32,92,5.7,1
6,0.35,0.2,33,158,5,1
6,0.35,0.2,33,158,5,1
6,0.43,0.31,19,143,3.4,1
6,0.4,0.31,22,147,3.1,1
6,0.23,0.22,42,151,6,1
6,0.34,0.25,33,171,5.6,1
6,0.44,0.32,13,75,6.3,1
6,0.13,0.36,23,72,5,1
6,0.17,0.23,44,147,5.4,0
6,0.18,0.22,45,147,5.4,0
6,0.31,0.34,51,215,5.6,0
6,0.33,0.32,62,227,5.6,0
6,0.34,0.31,18,68,2.9,1
6,0.29,0.32,18,130,6.2,1
6,0.27,0.28,26,89,3.4,1
6,0.23,0.32,8,72,3.9,1
6,0.18,0.35,53,143,5.4,1
6,0.28,0.29,51,149,5.8,1
6,0.28,0.29,51,149,5.8,1
6,0.25,0.28,56,131,3.5,1
6,0.28,0.29,51,149,5.8,1
6,0.26,0.29,54,160,5.8,1
6,0.18,0.35,53,143,5.4,1
6,0.2,0.25,8,120,5.3,1
6,0.2,0.25,8,120,5.3,1
6,0.3,0.47,50,187,4.5,0
6,0.32,0.5,61,186,4.5,0
6,0.3,0.47,50,187,4.5,0
6,0.34,0.52,63,186,4.4,0
6,0.22,0.35,23,83,4.8,1
6,0.17,0.32,39,118,4,1
6,0.19,0.26,30,104,4.1,1
6,0.21,0.34,45,123,3.6,1
6,0.22,0.37,31,101,6.6,0
6,0.34,0.27,14,169,5.7,1
6,0.24,0.22,65,179,5.8,1
6,0.35,0.39,25,157,5.4,1
6,0.24,0.33,68,161,6.9,1
6,0.25,0.33,35,113,6.6,1
6,0.24,0.4,81,198,6.9,0
6,0.31,0.61,31,123,5,1
6,0.25,0.32,15,68,5.2,1
6,0.3,0.3,29,82,6.1,1
6,0.33,0.28,24,81,6.4,1
6,0.24,0.4,81,198,6.9,0
6,0.21,0.21,21,105,4.6,0
6,0.2,0.24,28,100,3.3,1
6,0.2,0.24,28,100,3.3,1
6,0.3,0.48,34,149,5.3,0
6,0.41,0.27,25,85,3.4,1
6,0.24,0.31,37,113,4.6,1
6,0.3,0.32,27,183,4.3,0
6,0.26,0.38,33,139,5,1
6,0.41,0.27,25,85,3.4,1
6,0.25,0.3,42,107,5.6,1
6,0.23,0.32,26,102,6,1
6,0.17,0.21,26,134,5.4,1
6,0.31,0.37,13,164,3.9,0
6,0.38,0.53,5,69,5.2,0
6,0.38,0.14,27,113,3.4,0
6,0.19,0.29,29,92,5.3,1
6,0.28,0.34,44,129,2.9,1
6,0.38,0.14,27,113,3.4,0
6,0.345,0.27,38,187,5.6,0
6,0.29,0.23,33,201,5.6,1
6,0.26,0.25,11,133,6.8,1
6,0.22,0.23,10,122,6.3,1
6,0.39,0.28,10,92,3.5,1
6,0.23,0.33,23,118,4.6,1
6,0.22,0.3,23,120,4.7,1
6,0.29,0.18,21,116,5,0
6,0.29,0.18,21,116,5,0
6,0.29,0.18,21,116,5,0
6,0.26,0.24,47,130,4,1
6,0.27,0.29,62,140,5.9,1
6,0.26,0.26,23.5,72,4.7,1
6,0.36,0.47,26,124,5.6,1
6,0.11,0.26,44,95,3.5,1
6,0.11,0.26,44,95,3.5,1
6,0.33,0.26,16,119,4.1,0
6,0.33,0.26,16,119,4.1,0
6,0.36,0.22,44,145,4,1
6,0.31,0.27,19,120,4.1,1
6,0.52,0.54,23,169,4.7,1
6,0.36,0.22,44,145,4,1
6,0.31,0.27,19,120,4.1,1
6,0.29,0.27,20,117,4.1,1
6,0.21,0.3,64,174,5,1
6,0.42,0.2,57,201,5.4,0
6,0.24,0.27,48,129,3.8,1
6,0.2,0.26,22,93,4.2,1
6,0.2,0.26,22,93,4.2,1
6,0.2,0.26,22,93,4.2,1
6,0.2,0.26,22,93,4.2,1
6,0.26,0.27,28,112,4.9,1
6,0.22,0.32,20,119,5.5,1
6,0.22,0.32,20,119,5.5,1
6,0.28,0.3,60,154,4,1
6,0.29,0.3,62,156,4,0
6,0.26,0.29,33,114,3.1,1
6,0.24,0.25,24,115,5.9,1
6,0.24,0.27,51,133,3.7,1
6,0.22,0.27,36,116,5.7,1
6,0.26,0.29,16,87,6.1,1
6,0.34,0.25,16,121,7.1,1
6,0.26,0.29,33,114,3.1,1
6,0.27,0.3,19,86,6.5,1
6,0.41,0.22,23,117,3.9,1
6,0.41,0.24,33,115,4.4,1
6,0.34,0.26,58,138,4.7,1
6,0.41,0.22,23,117,3.9,1
6,0.41,0.24,33,115,4.4,1
6,0.26,0.35,45,191,5,0
6,0.28,0.22,27,150,3.3,1
6,0.24,0.26,47,182,5,0
6,0.24,0.26,47,182,5,0
6,0.42,0.19,28,145,5.3,0
6,0.23,0.26,47,181,4.9,0
6,0.24,0.26,47,182,5,0
6,0.24,0.29,15,96,6.4,1
6,0.27,0.69,36,106,4.3,1
6,0.27,0.69,36,106,4.3,1
6,0.31,0.28,34,137,3.8,1
6,0.31,0.27,48,169,4.5,1
6,0.31,0.28,34,137,3.8,1
6,0.29,0.29,35,178,5.1,0
6,0.23,0.2,44,179,4.8,0
6,0.2,0.33,36,110,6.5,1
6,0.24,0.27,30,123,3.7,1
6,0.29,0.21,36,119,3.4,1
6,0.19,0.33,63,133,4.1,0
6,0.3,0.28,29,109,3,1
6,0.29,0.21,36,119,3.4,1
6,0.22,0.19,16,115,4.4,0
6,0.26,0.28,24,98,4.4,1
6,0.35,0.21,46,171,5,0
6,0.32,0.32,40,186,5.4,1
6,0.34,0.21,17,133,5.3,0
6,0.13,0.27,32,76,7.6,1
6,0.315,0.2,9,126,5.1,0
6,0.34,0.21,17,133,5.3,0
6,0.3,0.27,27,151,4.9,1
6,0.13,0.27,32,76,7.6,1
6,0.26,0.21,51,182,4.8,0
6,0.26,0.21,51,182,4.8,0
6,0.27,0.31,54,170,5.2,1
6,0.26,0.29,28,100,3.6,1
6,0.28,0.22,30,111,3.1,0
6,0.25,0.44,39,167,5.1,0
6,0.25,0.44,39,167,5.1,0
6,0.18,0.28,53,139,3.5,1
6,0.2,0.26,60,143,3.5,1
6,0.24,0.22,35,146,6.7,0
6,0.24,0.22,35,146,6.7,0
6,0.43,0.26,40,176,4.1,1
6,0.29,0.29,32,140,3.6,1
6,0.19,0.32,18,80,4.7,1
6,0.29,0.29,32,140,3.6,1
6,0.305,0.22,26,141,5,0
6,0.22,0.28,24,125,4.8,1
6,0.22,0.23,37,118,4.6,1
6,0.22,0.23,37,118,4.6,1
6,0.22,0.23,37,118,4.6,1
6,0.22,0.23,37,118,4.6,1
6,0.22,0.28,24,125,4.8,1
6,0.22,0.28,24,125,4.8,1
6,0.22,0.23,37,118,4.6,1
6,0.22,0.5,30,122,4.9,1
6,0.21,0.52,28,123,4.9,1
6,0.32,0.26,24,205,5.8,0
6,0.44,0.27,33,166,4.2,1
6,0.31,0.34,59.5,162,4.7,1
6,0.38,0.28,17,67,4.7,1
6,0.24,0.26,15,94,3.8,1
6,0.56,0.26,55,193,4.4,0
6,0.29,0.3,25,166,5.6,1
6,0.28,0.28,14,92,5.8,1
6,0.29,0.3,25,166,5.6,1
6,0.21,0.19,51,131,3.9,0
6,0.34,0.31,20,146,5.4,0
6,0.27,0.25,36,111,3.7,1
6,0.34,0.31,20,146,5.4,0
6,0.38,0.29,15,101,3.7,1
6,0.28,0.22,51,150,4.3,1
6,0.29,0.25,29,136,6.5,1
6,0.3,0.19,47,184,4.8,0
6,0.39,0.22,53,173,4.5,0
6,0.38,0.29,15,101,3.7,1
6,0.18,0.26,17,149,4.3,1
6,0.28,0.29,36,174,5,0
6,0.28,0.29,36,174,5,0
6,0.28,0.29,36,174,5,0
6,0.35,0.26,19,129,4.8,1
6,0.18,0.26,17,149,4.3,1
6,0.32,0.32,31,114,3.5,1
6,0.26,0.56,32,141,4.9,0
6,0.26,0.56,32,141,4.9,0
6,0.32,0.24,34,149,5.2,0
6,0.25,0.27,40,158,4.8,0
6,0.21,0.24,31,95,5.7,1
6,0.23,0.27,35,100,6.3,1
6,0.2,0.28,24,78,4.7,1
6,0.2,0.38,37,104,5.2,1
6,0.32,0.26,53,180,5,0
6,0.32,0.26,53,180,5,0
6,0.555,0.26,17,126,4.6,0
6,0.32,0.26,53,180,5,0
6,0.3,0.33,37,155,3.7,1
6,0.31,0.33,12,74,6.5,1
6,0.15,0.25,13,68,4,1
6,0.13,0.28,32,87,5.2,1
6,0.48,0.49,28,122,4,1
6,0.48,0.49,28,122,4,1
6,0.28,0.23,13,95,7,1
6,0.19,0.37,17,50,6.6,1
6,0.31,0.25,30,165,5.5,1
6,0.23,0.39,71,194,6.4,1
6,0.29,0.3,60,150,4,0
6,0.2,0.25,22,106,5.4,0
6,0.54,0.21,41,182,5.4,1
6,0.32,0.23,20,138,4.2,0
6,0.28,0.23,50,162,5.2,0
6,0.19,0.28,38,100,6.9,1
6,0.23,0.17,14,100,5.5,0
6,0.33,0.3,35,147,5.6,1
6,0.27,0.32,24,110,4,1
6,0.27,0.32,24,110,4,1
6,0.4,0.29,27,97,4.2,1
6,0.4,0.18,28.5,259,5,0
6,0.32,0.32,15,70,4.8,1
6,0.17,0.17,26,82,3.8,1
6,0.36,0.2,48,191,5.1,0
6,0.18,0.25,79,149,3.7,0
6,0.16,0.25,59.5,137,3.8,1
6,0.17,0.17,26,82,3.8,1
6,0.37,0.19,18,101,3.8,1
6,0.25,0.18,41,124,3.5,0
6,0.24,0.27,35,105,3,1
6,0.23,0.34,23,111,3.7,1
6,0.28,0.37,16,76,5.4,0
6,0.28,0.37,16,76,5.4,0
6,0.25,0.53,41,101,3.1,1
6,0.2,0.31,32,95,6.1,1
6,0.46,0.22,51,183,6,0
6,0.28,0.37,16,76,5.4,0
6,0.23,0.33,20,101,4.6,1
6,0.55,0.26,20,104,7.3,1
6,0.23,0.34,23,111,3.7,1
6,0.45,0.3,23,97,4.4,0
6,0.2,0.4,32,138,7.2,0
6,0.37,0.46,61,210,5.9,1
6,0.22,0.32,22,110,5.4,1
6,0.26,0.26,10,72,4.8,1
6,0.3,0.27,17,135,4.4,1
6,0.2,0.32,17,126,5.5,1
6,0.32,0.23,31,99,4,1
6,0.2,0.26,39,102,5.6,1
6,0.35,0.24,25,133,5.9,1
6,0.15,0.34,25,96,4.9,1
6,0.2,0.26,53,125,6.9,1
6,0.27,0.26,32,138,4.3,1
6,0.37,0.51,35,146,10.1,1
6,0.23,0.37,60,150,4.9,1
6,0.3,0.33,30,137,5.8,0
6,0.33,0.3,42,168,4.9,1
6,0.45,0.3,27,165,4.6,1
6,0.36,0.31,20,113,5.6,1
6,0.53,0.29,20,114,5.9,1
6,0.66,0,32,75,5,1
6,0.36,0.31,20,113,5.6,1
6,0.16,0.33,23,75,3.9,1
6,0.23,0.35,45,116,5.4,1
6,0.17,0.34,45,139,4.3,1
6,0.38,0.29,40,146,3.7,1
6,0.29,0.32,38,93,5.9,1
6,0.29,0.32,16,112,5.8,0
6,0.28,0.3,31,177,3.9,1
6,0.36,0.27,13,73,6.9,1
6,0.615,0.04,8,50,4,0
6,0.44,0.28,43,132,4.7,1
6,0.44,0.28,43,132,4.7,1
6,0.62,0.12,33,196,4.8,0
6,0.38,0.19,36,119,4.2,1
6,0.5,0.22,35,131,5.5,1
6,0.4,0.3,20,125,7.3,1
6,0.4,0.25,15,91,5.2,1
6,0.3,0.91,50,199,4.9,1
6,0.19,0.37,24,99,5,1
6,0.19,0.37,24,99,5,1
6,0.21,0.39,31,102,5.8,1
6,0.3,0.91,50,199,4.9,1
6,0.28,0.41,50,188,6.4,1
6,0.51,0.25,39,177,5.7,0
6,0.24,0.41,42,118,6.4,1
6,0.51,0.25,39,177,5.7,0
6,0.54,0.26,59,195,5.4,1
6,0.24,0.41,42,118,6.4,1
6,0.26,0.36,43,126,6.3,1
6,0.21,0.35,47,197,5,1
6,0.29,0.22,40,122,4.7,1
6,0.61,0.21,40,240,5.7,0
6,0.38,0.47,59,210,5,0
6,0.36,0.28,18,73,4.7,1
6,0.29,0.41,55,149,5.9,1
6,0.29,0.41,55,149,5.9,1
6,0.29,0.41,55,149,5.9,1
6,0.29,0.41,55,149,5.9,1
6,0.25,0.25,28,85,4.8,1
6,0.33,0.41,14,79,6.3,1
6,0.17,0.33,30,111,5.8,1
6,0.16,0.34,31,114,5.8,1
6,0.31,0.53,36,221,4.4,0
6,0.16,0.34,31,114,5.8,1
6,0.17,0.33,30,111,5.8,1
6,0.285,0.49,57,137,5.4,1
6,0.28,0.52,37,104,5.1,1
6,0.25,0.32,41,128,5.2,1
6,0.28,0.52,37,104,5.1,1
6,0.285,0.49,57,137,5.4,1
6,0.63,0.04,25,133,3.9,0
6,0.32,0.33,15,66,3.1,1
6,0.33,0.32,39,120,3.7,1
6,0.24,0.34,52,184,4.4,1
6,0.63,0.04,25,133,3.9,0
6,0.16,0.32,18,156,3.6,1
6,0.16,0.32,18,156,3.6,1
6,0.16,0.32,18,156,3.6,1
6,0.16,0.32,18,156,3.6,1
6,0.19,0.31,38,167,5.2,1
6,0.36,0.32,26,173,5.4,0
6,0.16,0.32,18,156,3.6,1
6,0.19,0.31,38,167,5.2,1
6,0.35,0.32,29,113,6.5,1
6,0.15,0.4,19,84,9.6,1
6,0.35,0.32,29,113,6.5,1
6,0.3,0.33,60,168,5.6,0
6,0.3,0.33,60,168,5.6,0
6,0.69,0.09,34,144,3.8,1
6,0.69,0.09,34,144,3.8,1
6,0.36,0.5,51,202,5.1,1
6,0.22,0.4,25,111,3,1
6,0.28,0.28,19,98,4.7,1
6,0.22,0.4,25,111,3,1
6,0.15,0.32,17,81,3.1,1
6,0.15,0.32,17,81,3.1,1
6,0.27,0.32,18,93,5.6,0
6,0.32,0.33,27,98,5.2,1
6,0.25,0.28,37,132,5,1
6,0.42,0.46,58,180,4.6,1
6,0.32,0.33,27,98,5.2,1
6,0.31,0.33,33,116,6.5,1
6,0.48,0.48,35,96,7.4,1
6,0.25,0.28,37,132,5,1
6,0.32,0.43,4,65,4.7,0
6,0.17,0.36,14,61,5.4,1
6,0.16,0.36,13,61,5.4,1
6,0.24,0.32,41,134,2.6,1
6,0.32,0.46,56,189,4.9,0
6,0.27,0.31,42,137,4.6,1
6,0.27,0.32,36,133,4.6,1
6,0.14,0.37,63,148,4.4,0
6,0.26,0.25,289,440,6.4,0
6,0.23,0.5,61,132,4.6,1
6,0.34,0.24,33,184,6.1,0
6,0.35,0.25,28,182,6.2,1
6,0.14,0.37,63,148,4.4,0
6,0.19,0.35,40,106,5,1
6,0.29,0.73,21,92,4.8,1
6,0.38,0.26,38,111,4.7,1
6,0.38,0.26,38,111,4.7,1
6,0.2,0.35,27,140,5.3,1
6,0.17,0.26,45,128,3.7,1
6,0.17,0.26,45,128,3.7,1
6,0.15,0.27,46,116,3.8,1
6,0.32,0.25,28,138,5,1
6,0.19,0.25,34,181,4.2,1
6,0.27,0.3,69,160,5,1
6,0.27,0.3,69,160,5,1
6,0.27,0.3,69,160,5,1
6,0.27,0.3,69,160,5,1
6,0.28,0.45,47,223,5.1,0
6,0.59,0,30,95,4,0
6,0.3,0.5,38,127,5.3,1
6,0.3,0.5,38,127,5.3,1
6,0.31,0.31,55,161,5.9,0
6,0.25,0.29,28,76,3.6,1
6,0.31,0.31,55,161,5.9,0
6,0.3,0.42,28,128,3.8,1
6,0.3,0.5,38,127,5.3,1
6,0.31,0.32,47,159,5,1
6,0.32,0.3,46,159,4.9,0
